Date;Filière;Valeur (°C)
2017/09/25;"Température réalisée au dessus de la normale";16,27
2017/09/26;"Température réalisée au dessus de la normale";16,04
2017/09/27;"Température réalisée au dessus de la normale";16,06
2017/09/28;"Température réalisée au dessus de la normale";17,6
2017/09/29;"Température réalisée au dessus de la normale";18,33
2017/09/30;"Température réalisée au dessus de la normale";15,16
2017/10/01;"Température réalisée au dessus de la normale";14,8
2017/10/02;"Température réalisée au dessus de la normale";16,98
2017/10/03;"Température réalisée au dessus de la normale";15,47
2017/10/04;"Température réalisée au dessus de la normale";13,69
2017/10/05;"Température réalisée au dessus de la normale";14,06
2017/10/06;"Température réalisée au dessus de la normale";12,61
2017/10/07;"Température réalisée au dessus de la normale";11,56
2017/10/08;"Température réalisée au dessus de la normale";13,7
2017/10/09;"Température réalisée au dessus de la normale";14,21
2017/10/10;"Température réalisée au dessus de la normale";14,53
2017/10/11;"Température réalisée au dessus de la normale";15,35
2017/10/12;"Température réalisée au dessus de la normale";16,08
2017/10/13;"Température réalisée au dessus de la normale";15,95
2017/10/14;"Température réalisée au dessus de la normale";15,84
2017/10/15;"Température réalisée au dessus de la normale";17,03
2017/10/16;"Température réalisée au dessus de la normale";17,86
2017/10/17;"Température réalisée au dessus de la normale";16,06
2017/10/18;"Température réalisée au dessus de la normale";15,91
2017/10/19;"Température réalisée au dessus de la normale";16,13
2017/10/20;"Température réalisée au dessus de la normale";14,82
2017/10/21;"Température réalisée au dessus de la normale";14,6
2017/10/22;"Température réalisée au dessus de la normale";11,72
2017/10/23;"Température réalisée au dessus de la normale";12,39
2017/10/24;"Température réalisée au dessus de la normale";14,61
2017/10/25;"Température réalisée au dessus de la normale";14,99
2017/10/26;"Température réalisée au dessus de la normale";14,37
2017/10/27;"Température réalisée au dessus de la normale";13,55
2017/10/28;"Température réalisée au dessus de la normale";10,59
2017/10/29;"Température réalisée au dessus de la normale";11,51
2017/10/30;"Température réalisée au dessus de la normale";9,42
2017/10/31;"Température réalisée au dessus de la normale";7,72
2017/11/01;"Température réalisée au dessus de la normale";9,19
2017/11/02;"Température réalisée au dessus de la normale";11,72
2017/11/03;"Température réalisée au dessus de la normale";12,12
2017/11/04;"Température réalisée au dessus de la normale";12,98
2017/11/05;"Température réalisée au dessus de la normale";8,93
2017/11/06;"Température réalisée au dessus de la normale";6,55
2017/11/07;"Température réalisée au dessus de la normale";5,6
2017/11/08;"Température réalisée au dessus de la normale";6,27
2017/11/09;"Température réalisée au dessus de la normale";7,42
2017/11/10;"Température réalisée au dessus de la normale";9,13
2017/11/11;"Température réalisée au dessus de la normale";10,86
2017/11/12;"Température réalisée au dessus de la normale";10,4
2017/11/13;"Température réalisée au dessus de la normale";6,46
2017/11/14;"Température réalisée au dessus de la normale";5,64
2017/11/15;"Température réalisée au dessus de la normale";5,88
2017/11/16;"Température réalisée au dessus de la normale";5,98
2017/11/17;"Température réalisée au dessus de la normale";7,16
2017/11/18;"Température réalisée au dessus de la normale";6,41
2017/11/19;"Température réalisée au dessus de la normale";6,67
2017/11/20;"Température réalisée au dessus de la normale";7,07
2017/11/21;"Température réalisée au dessus de la normale";8,71
2017/11/22;"Température réalisée au dessus de la normale";10,17
2017/11/23;"Température réalisée au dessus de la normale";12,6
2017/11/24;"Température réalisée au dessus de la normale";10,85
2017/11/25;"Température réalisée au dessus de la normale";7,35
2017/11/26;"Température réalisée au dessus de la normale";4,56
2017/11/27;"Température réalisée au dessus de la normale";5,84
2017/11/28;"Température réalisée au dessus de la normale";5,8
2017/11/29;"Température réalisée au dessus de la normale";3,93
2017/11/30;"Température réalisée au dessus de la normale";3,09
2017/12/01;"Température réalisée au dessus de la normale";2,18
2017/12/02;"Température réalisée au dessus de la normale";1,17
2017/12/03;"Température réalisée au dessus de la normale";1,44
2017/12/04;"Température réalisée au dessus de la normale";4,9
2017/12/05;"Température réalisée au dessus de la normale";5,1
2017/12/06;"Température réalisée au dessus de la normale";4,14
2017/12/07;"Température réalisée au dessus de la normale";5,31
2017/12/08;"Température réalisée au dessus de la normale";5,32
2017/12/09;"Température réalisée au dessus de la normale";2,66
2017/12/10;"Température réalisée au dessus de la normale";5,97
2017/12/11;"Température réalisée au dessus de la normale";7,6
2017/12/12;"Température réalisée au dessus de la normale";3,97
2017/12/13;"Température réalisée au dessus de la normale";6,02
2017/12/14;"Température réalisée au dessus de la normale";7,46
2017/12/15;"Température réalisée au dessus de la normale";5,81
2017/12/16;"Température réalisée au dessus de la normale";4,28
2017/12/17;"Température réalisée au dessus de la normale";4,21
2017/12/18;"Température réalisée au dessus de la normale";5,79
2017/12/19;"Température réalisée au dessus de la normale";3,5
2017/12/20;"Température réalisée au dessus de la normale";5
2017/12/21;"Température réalisée au dessus de la normale";7,47
2017/12/22;"Température réalisée au dessus de la normale";8,27
2017/12/23;"Température réalisée au dessus de la normale";8,14
2017/12/24;"Température réalisée au dessus de la normale";6,88
2017/12/25;"Température réalisée au dessus de la normale";5,43
2017/12/26;"Température réalisée au dessus de la normale";6,95
2017/12/27;"Température réalisée au dessus de la normale";5,69
2017/12/28;"Température réalisée au dessus de la normale";3,03
2017/12/29;"Température réalisée au dessus de la normale";4,85
2017/12/30;"Température réalisée au dessus de la normale";11,1
2017/12/31;"Température réalisée au dessus de la normale";10,67
2018/01/01;"Température réalisée au dessus de la normale";8,32
2018/01/02;"Température réalisée au dessus de la normale";8,59
2018/01/03;"Température réalisée au dessus de la normale";10,95
2018/01/04;"Température réalisée au dessus de la normale";11,73
2018/01/05;"Température réalisée au dessus de la normale";9,65
2018/01/06;"Température réalisée au dessus de la normale";7,64
2018/01/07;"Température réalisée au dessus de la normale";7,95
2018/01/08;"Température réalisée au dessus de la normale";7,3
2018/01/09;"Température réalisée au dessus de la normale";6,78
2018/01/10;"Température réalisée au dessus de la normale";7,56
2018/01/11;"Température réalisée au dessus de la normale";6,46
2018/01/12;"Température réalisée au dessus de la normale";5,27
2018/01/13;"Température réalisée au dessus de la normale";4,37
2018/01/14;"Température réalisée au dessus de la normale";4,8
2018/01/15;"Température réalisée au dessus de la normale";6,89
2018/01/16;"Température réalisée au dessus de la normale";9,38
2018/01/17;"Température réalisée au dessus de la normale";6,86
2018/01/18;"Température réalisée au dessus de la normale";8,37
2018/01/19;"Température réalisée au dessus de la normale";6,6
2018/01/20;"Température réalisée au dessus de la normale";7,68
2018/01/21;"Température réalisée au dessus de la normale";9,17
2018/01/22;"Température réalisée au dessus de la normale";10,91
2018/01/23;"Température réalisée au dessus de la normale";9,74
2018/01/24;"Température réalisée au dessus de la normale";10,39
2018/01/25;"Température réalisée au dessus de la normale";8,94
2018/01/26;"Température réalisée au dessus de la normale";6,86
2018/01/27;"Température réalisée au dessus de la normale";5,38
2018/01/28;"Température réalisée au dessus de la normale";7,35
2018/01/29;"Température réalisée au dessus de la normale";8,5
2018/01/30;"Température réalisée au dessus de la normale";8,31
2018/01/31;"Température réalisée au dessus de la normale";7,77
2018/02/01;"Température réalisée au dessus de la normale";5,13
2018/02/02;"Température réalisée au dessus de la normale";3,88
2018/02/03;"Température réalisée au dessus de la normale";3,99
2018/02/04;"Température réalisée au dessus de la normale";3,28
2018/02/05;"Température réalisée au dessus de la normale";1,7
2018/02/06;"Température réalisée au dessus de la normale";1,77
2018/02/07;"Température réalisée au dessus de la normale";0,89
2018/02/08;"Température réalisée au dessus de la normale";1
2018/02/09;"Température réalisée au dessus de la normale";1,25
2018/02/10;"Température réalisée au dessus de la normale";2,97
2018/02/11;"Température réalisée au dessus de la normale";5,18
2018/02/12;"Température réalisée au dessus de la normale";3,13
2018/02/13;"Température réalisée au dessus de la normale";1,74
2018/02/14;"Température réalisée au dessus de la normale";3,38
2018/02/15;"Température réalisée au dessus de la normale";8,25
2018/02/16;"Température réalisée au dessus de la normale";7,33
2018/02/17;"Température réalisée au dessus de la normale";6,73
2018/02/18;"Température réalisée au dessus de la normale";4,96
2018/02/19;"Température réalisée au dessus de la normale";5,08
2018/02/20;"Température réalisée au dessus de la normale";5,99
2018/02/21;"Température réalisée au dessus de la normale";3,47
